onset	duration	sample	value
10.6054687500	n/a	2715	2110000
12.8242187500	n/a	3283	2312221
12.8242187500	n/a	3283	2210001
12.8242187500	n/a	3283	2210001
14.4648437500	n/a	3703	4310000
14.4648437500	n/a	3703	4100001
15.1132812500	n/a	3869	4300020
15.6132812500	n/a	3997	4300200
15.9140625000	n/a	4074	4302000
16.4648437500	n/a	4215	4320000
16.4648437500	n/a	4215	4132222
17.9023437500	n/a	4583	2210002
17.9023437500	n/a	4583	2210002
46.1914062500	n/a	11825	2110000
47.4140625000	n/a	12138	2313111
47.4140625000	n/a	12138	2210001
48.0117187500	n/a	12291	2210002
48.3125000000	n/a	12368	2210001
49.3320312500	n/a	12629	4310000
49.3320312500	n/a	12629	4100001
49.8046875000	n/a	12750	4300020
50.1406250000	n/a	12836	2210002
50.4218750000	n/a	12908	2210001
51.3320312500	n/a	13141	4300100
51.8046875000	n/a	13262	4303000
52.6640625000	n/a	13482	4320000
52.6640625000	n/a	13482	4143122
58.3710937500	n/a	14943	2210002
85.7500000000	n/a	21952	2110000
88.9492187500	n/a	22771	2314411
88.9492187500	n/a	22771	2210001
89.2421875000	n/a	22846	2210001
89.2421875000	n/a	22846	2210001
89.2421875000	n/a	22846	2210001
89.2421875000	n/a	22846	2210001
89.5195312500	n/a	22917	2210001
89.8203125000	n/a	22994	2210002
90.2187500000	n/a	23096	4310000
90.2187500000	n/a	23096	4100001
90.4023437500	n/a	23143	2210002
90.6523437500	n/a	23207	4300010
90.6914062500	n/a	23217	2210001
90.6914062500	n/a	23217	2210002
90.9687500000	n/a	23288	2210002
91.0703125000	n/a	23314	4300400
91.2500000000	n/a	23360	2210002
91.5507812500	n/a	23437	2210002
92.1093750000	n/a	23580	2210002
92.1601562500	n/a	23593	4304000
92.5585937500	n/a	23695	4320000
92.5585937500	n/a	23695	4134412
106.5390625000	n/a	27274	2110000
108.3398437500	n/a	27735	2314321
108.3398437500	n/a	27735	2210001
108.6093750000	n/a	27804	2210001
108.6093750000	n/a	27804	2210002
108.8710937500	n/a	27871	2210001
108.8710937500	n/a	27871	2210001
109.7421875000	n/a	28094	4310000
109.7421875000	n/a	28094	4100001
110.2187500000	n/a	28216	2210002
110.4687500000	n/a	28280	2210001
110.4687500000	n/a	28280	2210002
110.7421875000	n/a	28350	2210001
112.0390625000	n/a	28682	4300300
112.2812500000	n/a	28744	4304000
112.3085937500	n/a	28751	2210002
112.5781250000	n/a	28820	2210001
112.8281250000	n/a	28884	2210002
113.0898437500	n/a	28951	2210001
113.3085937500	n/a	29007	4300020
113.6601562500	n/a	29097	4320000
113.6601562500	n/a	29097	4134322
113.8789062500	n/a	29153	2210002
114.1406250000	n/a	29220	2210002
114.4101562500	n/a	29289	2210002
117.7773437500	n/a	30151	2210001
118.0507812500	n/a	30221	2210001
118.5781250000	n/a	30356	2210002
119.3789062500	n/a	30561	2210001
119.6289062500	n/a	30625	2210002
119.8984375000	n/a	30694	2210002
147.4492187500	n/a	37747	2313111
147.4492187500	n/a	37747	2210001
150.5976562500	n/a	38553	2110000
153.5468750000	n/a	39308	4310000
153.5468750000	n/a	39308	4100001
153.8867187500	n/a	39395	4300010
154.3359375000	n/a	39510	4300100
155.0859375000	n/a	39702	4303000
156.6875000000	n/a	40112	4320000
156.6875000000	n/a	40112	4133112
158.1367187500	n/a	40483	2210002
166.8164062500	n/a	42705	2313121
166.8164062500	n/a	42705	2210001
170.4687500000	n/a	43640	4310000
170.4687500000	n/a	43640	4100001
171.2890625000	n/a	43850	4300020
171.8671875000	n/a	43998	2210002
172.5859375000	n/a	44182	4300100
172.6679687500	n/a	44203	2210001
173.2070312500	n/a	44341	2110000
176.1093750000	n/a	45084	4303000
177.0781250000	n/a	45332	4320000
177.0781250000	n/a	45332	4133122
178.4492187500	n/a	45683	2210002
189.3554687500	n/a	48475	2220001
194.8554687500	n/a	49883	4210001
196.9062500000	n/a	50408	1110002
197.0156250000	n/a	50436	4210002
197.3281250000	n/a	50516	1110001
200.3476562500	n/a	51289	2120000
203.3046875000	n/a	52046	2220002
210.2265625000	n/a	53818	1110002
210.3242187500	n/a	53843	4210002
210.3437500000	n/a	53848	1110001
210.4648437500	n/a	53879	1110002
210.5859375000	n/a	53910	1110001
219.3554687500	n/a	56155	2110000
220.5742187500	n/a	56467	2311221
220.5742187500	n/a	56467	2210001
220.8750000000	n/a	56544	2210001
221.7031250000	n/a	56756	4310000
221.7031250000	n/a	56756	4100001
222.4257812500	n/a	56941	4300020
223.4257812500	n/a	57197	4300200
223.7539062500	n/a	57281	4301000
224.2031250000	n/a	57396	4320000
224.2031250000	n/a	57396	4131222
224.3437500000	n/a	57432	2210002
224.6054687500	n/a	57499	2210002
260.0234375000	n/a	66566	2110000
261.0546875000	n/a	66830	2313311
261.0546875000	n/a	66830	2210001
261.0546875000	n/a	66830	2210001
261.3242187500	n/a	66899	2210001
262.6953125000	n/a	67250	4310000
262.6953125000	n/a	67250	4100001
262.9218750000	n/a	67308	2210002
262.9218750000	n/a	67308	2210002
262.9218750000	n/a	67308	2210002
263.4726562500	n/a	67449	4300010
263.7734375000	n/a	67526	4300300
264.1250000000	n/a	67616	4303000
264.4726562500	n/a	67705	4320000
264.4726562500	n/a	67705	4133312
293.2031250000	n/a	75060	2110000
294.8632812500	n/a	75485	2314221
294.8632812500	n/a	75485	2210001
295.1406250000	n/a	75556	2210001
295.1406250000	n/a	75556	2210002
